,Comment,mean,cleaned,cleaned 2,final cleaned,Human Annotation
1839,i have basic dropbox how do i know when a client downloads a file in this case a file of photograph thanks,,-1,0,-1,
1840,help i right click a dropbox photo and choose copy dropbox link and nothing ever get copied this is happening on a pc with window 10 and my other new window 11 pc what am i doing wrong when i go to paste it anywhere there is nothing to paste,,-1,0,-1,
1841,someone can tell me how i fix the search box,,-1,0,-1,
1842,always discus mac first then you can talk about window later,,-1,0,-1,
1843,someone shared tonne of book with me doe this use up my memory allowance if i do not open them thanks,,-1,0,-1,
1844,can i save my data is on drop box without anyone see it,,-1,0,-1,
1845,how to check if someone is viewing your file in dropbox shared folder,,-1,0,-1,
1846,because of this easy tutorial i subscribed you are awesome man,,-1,0,-1,
1847,yep you have aged tremendously but thanks for continuing to educate,,-1,0,-1,
1848,the real information start at 0 47,,-1,0,-1,
1849,do people have to have dropbox account so they can view it,,-1,0,-1,
1850,dropbox limit file transfer 100 gb,,-1,0,-1,
1851,thanks so much steve,,-1,0,-1,
1852,thanks for clearing up how file request work,,-1,0,-1,
1853,happy to help,,-1,0,-1,
1854,only good judgement,,-1,0,-1,
1855,very helpful tip thanks,,-1,0,-1,
1856,glad it wa helpful,,-1,0,-1,
1857,funny how i read all the lit from drop box and could not make it work until i watched your video thanks if possible can you help with this question i uploaded my mp3 to dropbox now i want to listen to them on my android samsung s10 i do not care if i stream or download but i can not seem to do either any suggestion for listening to my music file on my phone tia,,-1,0,-1,
1858,how do you upload a voice memo on mac to dropbox the file extension dropbox doesnt show up a a sharing option,,-1,0,-1,
1859,is there a way to mirror a folder in dropbox if i have a copy of an architect drawing and they later modify the original drawing can my copy also be modified so i always have access to the latest drawing,,-1,0,-1,
1860,you are right cool man beard getting little long same here ha ha ha thanks,,-1,0,-1,
1861,dotto tech holy crap are you that guy from tv with the table tech corner,,-1,0,-1,
1862,thanks for the tip but i do appreciate the service of brry shark on instagram who helped reactivate and secured my account,,-1,0,-1,
1863,i have hired pythonj4ck on ig via the recovery of my 3 year hacked dropbox and what a resourceful service i got,,-1,0,-1,
1864,i am very certain of pythonj4ck via insta i hired him last week and got an excellent service disbanding my dropbox,,-1,0,-1,
1865,i am very certain of pythonj4ck via insta i hired him last week and got an excellent service disbanding my dropbox,,-1,0,-1,
1866,joy come in the morning pythonj4ck made me smile again a i can finally access my dropbox file and recover missing one is to what a resourceful service,,-1,0,-1,
1867,joy come in the morning pythonj4ck made me smile again a i can finally access my dropbox file and recover missing one is to what a resourceful service,,-1,0,-1,
1868,how long have y all been here i will advise you try recommendable hacking job with pythonj4ck on insta he can get you through your dropbox problem very efficient,,-1,0,-1,
1869,how long have y all been here i will advise you try recommendable hacking job with pythonj4ck on insta he can get you through your dropbox problem very efficient,,-1,0,-1,
1870,attested hacker recovering your disabled dropbox or lost file even google drive file to see pythonj4ck via your insta he will offer you suitable service,,-1,0,-1,
1871,attested hacker recovering your disabled dropbox or lost file even google drive file to see pythonj4ck via your insta he will offer you suitable service,,-1,0,-1,
1872,thanks sooo much that wa really helpful,,-1,0,-1,
1873,i am loving the beard man very hot,,-1,0,-1,
1874,hi dotto hope all good a i watch many of your vids can you tell me how to get rid of onlinevideoconverter in google and drive since it arrived a week ago trying to open anything in drive that is a vid is now a nightmare this nightmare is well hidden in the macbook air even google support failed i have a feeling you are a man who can appreciate any help steve thanks brian,,-1,0,-1,
1875,thanks for your video i received a link to a folder on dropbox by email but when i paste it in the address bar a dropbox window open and asks me to sign up or sign in is it possible just to view a content of the folder without having an account,,-1,0,-1,
1876,oh i have managed to find that out i have not used this function for year but now it is clear,,-1,0,-1,
1877,thank you so muccchhhh very usefull you just saved my day today thanks,,-1,0,-1,
1878,i really appreciate the commentary and video that you provide on dropbox and zoom you have really helped me keep doing what you do,,-1,0,-1,
1879,if you like looking old a beard is what you should have,,-1,0,-1,
1880,understanding file request wa on my to do list for today now it is checked off and i can move on to the next one thanks,,-1,0,-1,
1881,hi steve you do a beautiful job explaining thing thanks for that i have a question i can not seem to find the answer to it is probably very simple but i am an actress i often use dropbox to send my audition video in i personally do not have drop box but i am send a link to add my video my agent want the video labeled how doe one do that when i send the video the link is quite long how would o change that to name it or rename it it just doe not make sense to me please and thank you,,-1,0,-1,
1882,if someone posted photo to dropbox and i had to create a free account to look at them my question is can i mark on the photo in my dropbox or will that affect her original is the photo i see in my dropbox a copy that i can mark up or is it her original copy thank you,,-1,0,-1,
1883,can you help me figure out how to get my drop box picture download to my computer so i can use my cruise picture in a shutterfly book i am making,,-1,0,-1,
1884,help i do not know what to do about dropbox on my computer,,-1,0,-1,
1885,i have dropbox and experimented and can not understand how i made the mistake of downloaded all my downloaded file,,-1,0,-1,
1886,cut it,,-1,0,-1,
1887,i have placed some file in a shared folder in my dropbox and notified the sharer how can i tell when they have read or downloaded it them so i can delete them,,-1,0,-1,
1888,can you tell me please is it possible to use dropbox to transfer my ipad file to my pc for storage organizational purpose only have no intention to open them on the pc thanks in advance,,-1,0,-1,
1889,sure you can hook your ipad up to dropbox and transfer file back and forth that way,,-1,0,-1,
1890,thank you this is exactly what i needed,,-1,0,-1,
1891,thank you so much for this this wa a big help,,-1,0,-1,
1892,glad it helped,,-1,0,-1,
1893,steve hi hope all good quick question please a you are the guru i want to use dropbox for the drag into dropbox and drop at the same time removing it from my laptop to save storage dropbox support sadly le than helpful is there any criterion for this i end up with folder in dropbox and my laptop i do not want smart sync just manual control any thought welcome please cheer b,,-1,0,-1,
1894,steve hi did you pop any info here re my query just in case you did and i missed it thanks brian,,-1,0,-1,
1895,nice shirt,,-1,0,-1,
1896,perfect thank you,,-1,0,-1,
1897,thank you,,-1,0,-1,
1898,you are welcome,,-1,0,-1,
1899,awsome,,-1,0,-1,
1900,super,,-1,0,-1,
1901,1 i put a dropbox link on my website 2 when it is pressed it take them potential foodie customer straight to my dropbox account where they will upload a video file but the file request doe not show an option to upload from your cellphone why because i am requesting ppl to use their cellphone to make it easy for them also they will make a video using their cellphone 3 i already have a dropbox account but i want to create a brand new one just for this,,-1,0,-1,
1902,let me tell you your doing fine,,-1,0,-1,
1903,you video editing is crisp and superb it kinda distracted me positively tho d you have a video on video editing your style,,-1,0,-1,
1904,please frame so that the top of your head is closer to the frame edge than your chin is i know it sound pedantic but i am a cameraman and it drive me nut thanks in advance,,-1,0,-1,
1905,great video question i have a client that ha embedded a link to a video file on my dropbox the link is embedded on one of those popular real estate site it seems to be streaming just fine is this ok,,-1,0,-1,
1906,hi my concern is the secondary party whose sent a link with editing ability i shared a file on db it sent added the secondary party but what is their experience what do they do to get into the file and edit how do they get back into the file and edit a needed i have searched high and low on yt and can not find this answer thanks,,-1,0,-1,
1907,how do you use spotlight search to also search in dropbox,,-1,0,-1,
1908,great info question i have regular file and shared file displayed on my personal account info page if i delete regular file i open up more space however i do not know how to delete shared file to open up more space is there a way to do reduce delete the shared file so i open up more space thanks,,-1,0,-1,
1909,i have 5000 image in dropbox that i need to save link for each one is there a fast way to do that,,-1,0,-1,
1910,is there a way to access dropbox file without so many click could i set up my own file request to myself once i navigate to a file is there a way to save it to my computer for one click access without losing sharability i have to access several file in a certain work process and being able to streamline it to a one click process per folder would save a lot of frustration thanks,,-1,0,-1,
1911,we have an online school and love your video i wa wondering if you should share where you get the background like the one of the intro for this video the gray with the whole and do you just record the video live in zoom or do you edit them in camtasia because they look so clean,,-1,0,-1,
1912,it ha been year since i used dropbox i had a need for someone to send me a 4 5 gb video file today and figured dropbox would be a good way to do it i created a folder to share but i could not remember how to share it i tried one way but to no avail your video gave me the answer thank you,,-1,0,-1,
1913,i love the beard and the red top thank you techsanta really helpful,,-1,0,-1,
1914,perfect reminder and excellent video a you said i had forgotten what i knew about how to share file and needed a quick prep thanks i also learned about file request bonus,,-1,0,-1,
1915,can y help y seem to know about it,,-1,0,-1,
1916,need help on some thing with dropbox confused on some of the setting,,-1,0,-1,
