,title,rating,comment,timestamp,Sentiment,Sentiment Confidence Score
837,Great product,5.0,"The media could not be loaded.
                



 I broke the “series 3” and bought the “series 8”…the battery life is great..I have no complaints about this watch..also buy a case","January 18, 2023",POSITIVE,0.9940657615661621
838,The best Apple watch yet,5.0,"I upgraded from an Apple watch 4. Wow, the battery life is so much longer. That alone made this purchase worthwhile. Crash detection and always-on are nice extras.  I bought the watch and skipped the iPhone 14. This wears comfortably on my wrist. I have not had any issues yet. Love this watch, my favorite Apple product.","December 3, 2022",POSITIVE,0.9919902682304382
839,ECG is glitchy,4.0,I bought this to keep an eye on my heart and this watch came highly recommended. But the whole purpose of getting it- to be able to email my Dr the ECG is not reliable. It glitches often and reads inconclusive a lot more than clear readings. Sad.,"October 19, 2022",NEGATIVE,0.9993651509284973
840,Good,5.0,Good,"January 24, 2023",POSITIVE,0.9998161196708679
841,Awesome watch,5.0,Great watch with so many features.,"January 19, 2023",POSITIVE,0.9998785257339478
842,pairing,4.0,"this Apple Watch is not compatible wit I phone 7, not pairable .","November 13, 2022",NEGATIVE,0.9996603727340698
843,Awesome,5.0,Love my watch it does everything I need it to do. I love that it can check my blood oxygen when I need to with out having to carry around my little checker,"December 26, 2022",POSITIVE,0.9990956783294678
844,Only upgrade if you need to or didn’t own the Apple Watch earlier.,5.0,This is a good upgrade if you are coming from Series 4 or 5.Apart from that there’s nothing much to distinguish from the Series 7 or Series 6 apart from a better battery and slightly noticeable display size increase.Got this as a gift to someone who have never had an Apple Watch so it was worth for them.,"November 29, 2022",NEGATIVE,0.8327949047088623
845,Nice still exploring,4.0,Nice still exploring,"December 1, 2022",POSITIVE,0.9998762607574463
846,My Wife Loves Her Birthday Gift!,5.0,"Bought this for my wife's birthday and she absolutely loves it. Everyday she tells me about different features it has and how fantastic it is. Battery life seems to be real good, as she only seems to charge it every other day or so. It's really a premium device and worth every penny","November 30, 2022",POSITIVE,0.9998372793197632
847,Buenísimo,5.0,Acorde a Apple,"January 21, 2023",POSITIVE,0.9867820739746094
848,PERFECT,5.0,Exactly what I wanted,"January 21, 2023",POSITIVE,0.9995716214179993
849,Love it,4.0,The fitness tracking is great and you can share with other fitness tracker to stay motivated,"November 9, 2022",POSITIVE,0.999783456325531
850,Amazing!,5.0,Just want I need it to keep my fitness goals!,"January 14, 2023",NEGATIVE,0.9975627660751343
851,Opened box and dirty,4.0,The box arrived without seal and dirty. I returned without opening it. Waiting for my refund,"November 9, 2022",NEGATIVE,0.9971798658370972
852,Must for tracking medical,5.0,"I purchased this to monitor my heart and such (getting old is interesting lol)With all the monitoring, I can upload to a PDF and send to my Dr for evaluation..Watch is nice and easy to use and is authentic","December 7, 2022",POSITIVE,0.9992415904998779
853,Great gift!,5.0,"Great gift for loved one! The EKG feature works amazing, and the way this watch is able to track your sleep patterns makes you skip out on other tracking devices.Great for the price, fast delivery.","December 16, 2022",POSITIVE,0.999700665473938
854,Love this watch!,5.0,"Had my watch for about a week now and I love it! I will say though, it didn’t come wrapped in plastic wrap like they usually are so that made me skeptical that maybe I received a used or fake.. but turns out my sister in law who ordered hers right from apple came the same way!! I guess they are getting rid of plastic use? All box’s were sealed with a security strip, it just made me nervous because I’ve never seen an Apple Watch not sealed in plastic. I got the starlight color and I love it!","October 10, 2022",POSITIVE,0.9971672892570496
855,Excelente compra y vendedor,5.0,Muy rápido el trámite. Se recibe perfecto,"January 17, 2023",POSITIVE,0.8877170085906982
856,Like it in Color Red!,5.0,"The watch looks amazing on the hand. Purchased it after watching several YouTubers, and it doesn't disappoint. Easily lasts 3-4 Days with normal usage.","December 29, 2022",POSITIVE,0.9987037181854248
857,Great upgrade,5.0,My wife and I both upgraded from Apple Watch Series 3 to these and we both love them. Tracks all my daily activities and works perfectly with my peloton.,"December 17, 2022",POSITIVE,0.9998775720596313
858,iphone software must be version 16+,3.0,"The software on the apple watch 8 I received needed to be updated in order to pair with my iphone 13 pro, but I couldn't pair it because the software isn't updated.  My techie husband and I spent hours going in circles trying to pair it, but it just went in circles back to the starting point.  We tried unpairing my old watch, updating iphone software, turning off/on, etc. Eventually, we figured out that my iphone software could be updated again to 16.0.3.  After updating the phone, the watch pairing and software updating worked.Apple support was not helpful.  I tried to make an appointment with the genius bar nearby but I was directed to a chat or call.  I called a support person and he didn't have any tips.  I also tried a chat with Apple support.  The first rep (or bot) ended the chat with a customer support survey link and then a second rep or bot asked how he could help.  If either rep would have instructed me to confirm my phone was at least version 16, it would have saved me hours of time.","October 18, 2022",NEGATIVE,0.9996237754821777
859,Cant go wrong with Apple.,5.0,"I really like the vibrant red, watch does what you expect it to do, its an Apple.","January 5, 2023",POSITIVE,0.9998499155044556
860,Love it but would have been nice to have actual charger included,4.0,I absolutely love the Apple Watch. Easy setup!  Only downfall is that I do not have the usb c charger for the wall.  They sent the wire but no wall plug in.  It died right after I set it up.,"September 30, 2022",NEGATIVE,0.9978412389755249
861,It’s not much of an upgrade over the Series-7,3.0,"I gave away my Series-7 to a family member and got the Series-8.  It really is a very minor update over the Series-7.  While the Series-8 includes a new “temperature” sensor, the Series-7 comes with lots of color options that matches your style and taste.  In all honesty, the “temperature” feature is not even what you expect it to be, I thought it could track my actual temperature and it would tell me if I’m getting a fever or something.  It doesn’t do that, it was meant to track “ovulation.”  As a male, it is pointless, I would rather have the color options.  Additionally, in terms of accuracy, sleep tracking, and battery life, it is just ok.  It is no better than the Series-7 in terms of battery life, the accuracy of readings and sleep tracking is ok at best.  I love apple products but it really isn’t as accurate as I would like it to be.  Just keep your expectations reasonably low and you won’t be disappointed.","November 3, 2022",POSITIVE,0.8795250058174133
